Date,Area,Area 2,Pit Name,Game Group,Game Type,Game Type Short,Table Name,Stat Drop,Stat Win,Promo Chips,Matchplay Coupons,Matchplay & PromoChips,StatDrop less MP,StatWin less MP,Active Days,Status
44197,Main Floor,Rest of Floor,Pit3,Blackjack,Blackjack,BJ,BJ030,23403,9713, -   , -   , -   ,23403,9713,1,Active
44197,Main Floor,Rest of Floor,Pit3,Blackjack,Blackjack,BJ,BJ044,18279,4909, -   , -   , -   ,18279,4909,1,Active
44197,Main Floor,Rest of Floor,Pit3,Blackjack,Blackjack,BJ,BJ046,19720,4445, -   , -   , -   ,19720,4445,1,Active
44197,Main Floor,Rest of Floor,Pit3,Blackjack,Blackjack,BJ,BJ050,33909,17334,1400, -   ,1400,32509,15934,1,Active
44197,Main Floor,Rest of Floor,Pit3,Blackjack,Blackjack,BJ,BJ051,26126,9616,100, -   ,100,26026,9516,1,Active
44197,Main Floor,Rest of Floor,Pit4,Blackjack,Blackjack,BJ,BJ058,37744,4914, -   , -   , -   ,37744,4914,1,Active
44197,Main Floor,Rest of Floor,Pit4,Blackjack,Blackjack,BJ,BJ059,31030,545,400, -   ,400,30630,145,1,Active
44197,Main Floor,Rest of Floor,Pit4,Blackjack,Blackjack,BJ,BJ060,33269,6019, -   , -   , -   ,33269,6019,1,Active
44197,Main Floor,Rest of Floor,Pit4,Blackjack,Blackjack,BJ,BJ061,32721,8836, -   , -   , -   ,32721,8836,1,Active
44197,Main Floor,Rest of Floor,Pit4,Blackjack,Blackjack,BJ,BJ062,26705,-1010, -   , -   , -   ,26705,-1010,1,Active
44197,Main Floor,Rest of Floor,Pit4,Blackjack,Blackjack,BJ,BJ064,19360,270, -   , -   , -   ,19360,270,1,Active
44197,High Limit,High Limit,Lotus 8 Palace,Blackjack,Blackjack,BJ,BJ088,61595,29080, -   , -   , -   ,61595,29080,1,Active
44197,High Limit,High Limit,Lotus 8 Palace,Blackjack,Blackjack,BJ,BJ089,41965,37320, -   , -   , -   ,41965,37320,1,Active
44197,High Limit,High Limit,High Limit,Blackjack,Blackjack,BJ,BJ1001, -   , -   , -   , -   , -   , -   , -   ,1,Active
44197,High Limit,High Limit,High Limit,Blackjack,Blackjack - Double Deck,BJ-DD,BJ1005,13480,12720, -   , -   , -   ,13480,12720,1,Active
44197,High Limit,High Limit,High Limit,Blackjack,Blackjack - Double Deck,BJ-DD,BJ1006,4900,-10375, -   , -   , -   ,4900,-10375,1,Active
44197,High Limit,High Limit,High Limit,Blackjack,Blackjack - Double Deck,BJ-DD,BJ1007,8600,-1470, -   ,100,100,8500,-1570,1,Active
44197,High Limit,High Limit,High Limit,Blackjack,Blackjack - Double Deck,BJ-DD,BJ1008,22080,-8225, -   , -   , -   ,22080,-8225,1,Active
44197,High Limit,High Limit,High Limit,Blackjack,Blackjack - Double Deck,BJ-DD,BJ1009,25455,-8050, -   , -   , -   ,25455,-8050,1,Active
44197,High Limit,High Limit,High Limit,Blackjack,Blackjack,BJ,BJ1010,32850,-13595, -   ,140,140,32710,-13735,1,Active
44197,High Limit,High Limit,High Limit,Blackjack,Blackjack,BJ,BJ1011,46050,575, -   , -   , -   ,46050,575,1,Active
44197,High Limit,High Limit,High Limit,Blackjack,Blackjack,BJ,BJ1012,25116,8956, -   ,775,775,24341,8181,1,Active
44197,High Limit,High Limit,High Limit,Blackjack,Blackjack,BJ,BJ1013, -   , -   , -   , -   , -   , -   , -   ,1,Active
44197,High Limit,High Limit,High Limit,Blackjack,Blackjack,BJ,BJ1014,13700,-2275,3000,400,3400,10300,-5675,1,Active
44197,High Limit,High Limit,High Limit,Blackjack,Blackjack,BJ,BJ1015,13545,17385, -   , -   , -   ,13545,17385,1,Active
44197,Rockin' Casino,Rest of Floor,Pit5,Blackjack,Blackjack,BJ,BJ512,14581,7511, -   , -   , -   ,14581,7511,1,Active
44197,Rockin' Casino,Rest of Floor,Pit5,Blackjack,Blackjack,BJ,BJ513,12460,2375, -   , -   , -   ,12460,2375,1,Active
44197,Rockin' Casino,Rest of Floor,Pit6,Blackjack,Blackjack,BJ,BJ514,12766,2401, -   , -   , -   ,12766,2401,1,Active
44197,Rockin' Casino,Rest of Floor,Pit6,Blackjack,Blackjack,BJ,BJ515,12645,1080, -   , -   , -   ,12645,1080,1,Active
44197,High Limit,High Limit,The Vault,Blackjack,Blackjack - Double Deck,BJ-DD,BJ902,15225,-3290, -   , -   , -   ,15225,-3290,1,Active
44197,High Limit,High Limit,The Vault,Blackjack,Blackjack,BJ,BJ903,83895,9020, -   , -   , -   ,83895,9020,1,Active
44197,High Limit,High Limit,The Vault,Blackjack,Blackjack,BJ,BJ904,32770,20225, -   , -   , -   ,32770,20225,1,Active
44197,High Limit,High Limit,The Vault,Blackjack,Blackjack,BJ,BJ905,33475,1575,600, -   ,600,32875,975,1,Active
44197,High Limit,High Limit,The Vault,Blackjack,Blackjack,BJ,BJ906,29044,11214, -   , -   , -   ,29044,11214,1,Active
44197,High Limit,High Limit,The Vault,Blackjack,Blackjack,BJ,BJ907,53515,9250, -   , -   , -   ,53515,9250,1,Active
44197,High Limit,High Limit,The Vault,Blackjack,Blackjack - Double Deck,BJ-DD,BJ908,4000,6575,500, -   ,500,3500,6075,1,Active
44197,High Limit,High Limit,The Vault,Blackjack,Blackjack,BJ,BJ909, -   , -   , -   , -   , -   , -   , -   ,1,Active
44197,Main Floor,Rest of Floor,Pit1,EZ Baccarat,EZ Baccarat,EZB,EZB001,35817,5897, -   , -   , -   ,35817,5897,1,Active
44197,Main Floor,Rest of Floor,Pit2,EZ Baccarat,EZ Baccarat,EZB,EZB002,33520,19270,10000, -   ,10000,23520,9270,1,Active
44197,Main Floor,Rest of Floor,Pit2,EZ Baccarat,EZ Baccarat,EZB,EZB003,15175,11650, -   , -   , -   ,15175,11650,1,Active
44197,Main Floor,Rest of Floor,Pit1,EZ Baccarat,EZ Baccarat,EZB,EZB005,38405,7565, -   , -   , -   ,38405,7565,1,Active
44197,Main Floor,Rest of Floor,Pit1,EZ Baccarat,EZ Baccarat,EZB,EZB006,25770,-1215, -   , -   , -   ,25770,-1215,1,Active
44197,Main Floor,Rest of Floor,Pit1,EZ Baccarat,EZ Baccarat,EZB,EZB007,28815,2780, -   , -   , -   ,28815,2780,1,Active
44197,Main Floor,Rest of Floor,Pit2,EZ Baccarat,EZ Baccarat,EZB,EZB008,19070,5325, -   , -   , -   ,19070,5325,1,Active
44197,Main Floor,Rest of Floor,Pit2,EZ Baccarat,EZ Baccarat,EZB,EZB009,14690,-1570, -   , -   , -   ,14690,-1570,1,Active
44197,Main Floor,Rest of Floor,Pit2,EZ Baccarat,EZ Baccarat,EZB,EZB010,24870,-120, -   , -   , -   ,24870,-120,1,Active
44197,Main Floor,Rest of Floor,Pit1,EZ Baccarat,EZ Baccarat,EZB,EZB011,30075,1285, -   , -   , -   ,30075,1285,1,Active
44197,Main Floor,Rest of Floor,Pit1,EZ Baccarat,EZ Baccarat,EZB,EZB012,21902,-618, -   , -   , -   ,21902,-618,1,Active
44197,High Limit,High Limit,Lotus 8 Palace,EZ Baccarat,EZ Baccarat,EZB,EZB021,55230,15215, -   , -   , -   ,55230,15215,1,Active
44197,High Limit,High Limit,Lotus 8 Palace,EZ Baccarat,EZ Baccarat,EZB,EZB022,3045,-710, -   , -   , -   ,3045,-710,1,Active
44197,High Limit,High Limit,Lotus 8 Palace,EZ Baccarat,EZ Baccarat,EZB,EZB023,39400,-29485, -   , -   , -   ,39400,-29485,1,Active
44197,High Limit,High Limit,Lotus 8 Palace,EZ Baccarat,EZ Baccarat,EZB,EZB024,3780,13080, -   , -   , -   ,3780,13080,1,Active
44197,High Limit,High Limit,Lotus 8 Palace,EZ Baccarat,EZ Baccarat,EZB,EZB025,32450,-15160, -   , -   , -   ,32450,-15160,1,Active
44197,High Limit,High Limit,Lotus 8 Palace,EZ Baccarat,EZ Baccarat,EZB,EZB026,8920,-16445, -   , -   , -   ,8920,-16445,1,Active
44197,High Limit,High Limit,High Limit,EZ Baccarat,EZ Baccarat,EZB,EZB1001, -   , -   , -   , -   , -   , -   , -   ,1,Active
44197,High Limit,High Limit,High Limit,EZ Baccarat,EZ Baccarat,EZB,EZB1002, -   , -   , -   , -   , -   , -   , -   ,1,Active
44197,High Limit,High Limit,The Vault,EZ Baccarat,EZ Baccarat,EZB,EZB901,23730,5775, -   , -   , -   ,23730,5775,1,Active
44197,High Limit,High Limit,The Vault,EZ Baccarat,EZ Baccarat,EZB,EZB912, -   , -   , -   , -   , -   , -   , -   ,1,Active
44197,Main Floor,Rest of Floor,Pit3,Blackjack,Freebet BlackJack,FBJ,FBJ003,25773,8528, -   , -   , -   ,25773,8528,1,Active
44197,Main Floor,Rest of Floor,Pit4,Blackjack,Freebet BlackJack,FBJ,FBJ004,29621,19171,500, -   ,500,29121,18671,1,Active
44197,Main Floor,Rest of Floor,Pit3,Blackjack,Freebet BlackJack,FBJ,FBJ007,29742,-13608, -   , -   , -   ,29742,-13608,1,Active
44197,Rockin' Casino,Rest of Floor,Pit5,Blackjack,Freebet BlackJack,FBJ,FBJ551,19851,17641, -   , -   , -   ,19851,17641,1,Active
44197,Rockin' Casino,Rest of Floor,Pit6,Blackjack,Freebet BlackJack,FBJ,FBJ552,17747,8862, -   , -   , -   ,17747,8862,1,Active
44197,Main Floor,Rest of Floor,Pit4,Four Card Poker,Four Card Poker,FCP,FCP001,20020,13400, -   , -   , -   ,20020,13400,1,Active
44197,Rockin' Casino,Rest of Floor,Pit6,Fortune Pai Gow,Fortune Pai Gow,FPG,FPG001,5246,2251, -   , -   , -   ,5246,2251,1,Active
44197,Main Floor,Rest of Floor,Pit3,Fortune Pai Gow,Fortune Pai Gow,FPG,FPG002,16222,8652, -   , -   , -   ,16222,8652,1,Active
44197,Main Floor,Rest of Floor,Pit4,Fortune Pai Gow,Fortune Pai Gow,FPG,FPG003,9545,1425, -   , -   , -   ,9545,1425,1,Active
44197,Main Floor,Rest of Floor,Pit4,Fortune Pai Gow,Fortune Pai Gow,FPG,FPG004,13240,3990, -   , -   , -   ,13240,3990,1,Active
44197,Main Floor,Rest of Floor,Pit2,Fortune Pai Gow,Fortune Pai Gow,FPG,FPG008,13826,3696,400, -   ,400,13426,3296,1,Active
44197,Main Floor,Rest of Floor,Pit3,Mystery Card Rou,Mystery Card Rou,MCR,MCR001,15579,3879, -   , -   , -   ,15579,3879,1,Active
44197,Main Floor,Rest of Floor,Pit3,Mystery Card Rou,Mystery Card Rou,MCR,MCR002,18290,6985,1000, -   ,1000,17290,5985,1,Active
44197,Main Floor,Rest of Floor,Pit3,Mystery Card Rou,Mystery Card Rou,MCR,MCR003,17880,13155, -   , -   , -   ,17880,13155,1,Active
44197,Main Floor,Rest of Floor,Pit4,Mystery Card Rou,Mystery Card Rou,MCR,MCR004,25550,5230,1000, -   ,1000,24550,4230,1,Active
44197,Main Floor,Rest of Floor,Pit4,Mystery Card Rou,Mystery Card Rou,MCR,MCR005,27565,3810, -   , -   , -   ,27565,3810,1,Active
44197,Main Floor,Rest of Floor,Pit4,Mystery Card Rou,Mystery Card Rou,MCR,MCR006,31230,16250, -   , -   , -   ,31230,16250,1,Active
44197,High Limit,High Limit,High Limit,Mystery Card Rou,Mystery Card Rou,MCR,MCR1001,1000,-2675, -   , -   , -   ,1000,-2675,1,Active
44197,Rockin' Casino,Rest of Floor,Pit5,Mystery Card Rou,Mystery Card Rou,MCR,MCR501,9311,2486, -   , -   , -   ,9311,2486,1,Active
44197,Rockin' Casino,Rest of Floor,Pit5,Mystery Card Rou,Mystery Card Rou,MCR,MCR502,9960,2835, -   , -   , -   ,9960,2835,1,Active
44197,Rockin' Casino,Rest of Floor,Pit6,Mystery Card Rou,Mystery Card Rou,MCR,MCR503,8018,2168, -   , -   , -   ,8018,2168,1,Active
44197,Rockin' Casino,Rest of Floor,Pit6,Mystery Card Rou,Mystery Card Rou,MCR,MCR504,7791,4161, -   , -   , -   ,7791,4161,1,Active
44197,Rockin' Casino,Rest of Floor,Pit5,Mississippi Stud,Mississippi Stud,MS,MS001,5980,6020, -   , -   , -   ,5980,6020,1,Active
44197,Rockin' Casino,Rest of Floor,Pit6,Three Card Poker,Three Card Poker,TCP,TCP001,9160,4450, -   , -   , -   ,9160,4450,1,Active
44197,Main Floor,Rest of Floor,Pit3,Three Card Poker,Three Card Poker,TCP,TCP005,13770,6800, -   , -   , -   ,13770,6800,1,Active
44197,Main Floor,Rest of Floor,Pit4,Three Card Poker,Three Card Poker,TCP,TCP007,21450,4390, -   , -   , -   ,21450,4390,1,Active
44197,Main Floor,Rest of Floor,Pit4,Three Card Poker,Three Card Poker,TCP,TCP008,25585,9415, -   , -   , -   ,25585,9415,1,Active
44197,Main Floor,Rest of Floor,Pit3,Three Card Poker,Three Card Poker,TCP,TCP011,16345,5990, -   , -   , -   ,16345,5990,1,Active
44197,Rockin' Casino,Rest of Floor,Pit5,Three Card Poker,Three Card Poker,TCP,TCP571,14030,4185, -   , -   , -   ,14030,4185,1,Active
44197,Rockin' Casino,Rest of Floor,Pit6,Ultimate Texas H,Ultimate Texas H,UTH,UTH001,10285,4915, -   , -   , -   ,10285,4915,1,Active
44197,Main Floor,Rest of Floor,Pit3,Ultimate Texas H,Ultimate Texas H,UTH,UTH003,25538,15448, -   , -   , -   ,25538,15448,1,Active
44197,Main Floor,Rest of Floor,Pit3,Ultimate Texas H,Ultimate Texas H,UTH,UTH004,25388,-23612, -   , -   , -   ,25388,-23612,1,Active
44197,Main Floor,Rest of Floor,Pit4,Ultimate Texas H,Ultimate Texas H,UTH,UTH005,29779,21114, -   , -   , -   ,29779,21114,1,Active
44197,Main Floor,Rest of Floor,Pit4,Ultimate Texas H,Ultimate Texas H,UTH,UTH006,34551,17761, -   , -   , -   ,34551,17761,1,Active
44197,Main Floor,Rest of Floor,Pit3,Ultimate Texas H,Ultimate Texas H,UTH,UTH007,17835,13125, -   , -   , -   ,17835,13125,1,Active
44197,High Limit,High Limit,High Limit,Ultimate Texas H,Ultimate Texas H,UTH,UTH1001,3600,-720, -   , -   , -   ,3600,-720,1,Active
44197,Rockin' Casino,Rest of Floor,Pit5,Ultimate Texas H,Ultimate Texas H,UTH,UTH560,7520,615, -   , -   , -   ,7520,615,1,Active
44198,Main Floor,Rest of Floor,Pit3,Blackjack,Blackjack,BJ,BJ030,17187,8842, -   , -   , -   ,17187,8842,1,Active
44198,Main Floor,Rest of Floor,Pit3,Blackjack,Blackjack,BJ,BJ044,13325,11320, -   , -   , -   ,13325,11320,1,Active
44198,Main Floor,Rest of Floor,Pit3,Blackjack,Blackjack,BJ,BJ046,12805,-12640, -   , -   , -   ,12805,-12640,1,Active
44198,Main Floor,Rest of Floor,Pit3,Blackjack,Blackjack,BJ,BJ050,27117,-11613, -   , -   , -   ,27117,-11613,1,Active
44198,Main Floor,Rest of Floor,Pit3,Blackjack,Blackjack,BJ,BJ051,22255,-40690, -   , -   , -   ,22255,-40690,1,Active
44198,Main Floor,Rest of Floor,Pit4,Blackjack,Blackjack,BJ,BJ058,20938,-36607, -   , -   , -   ,20938,-36607,1,Active
44198,Main Floor,Rest of Floor,Pit4,Blackjack,Blackjack,BJ,BJ059,36284,12704, -   , -   , -   ,36284,12704,1,Active
44198,Main Floor,Rest of Floor,Pit4,Blackjack,Blackjack,BJ,BJ060,35413,18953, -   , -   , -   ,35413,18953,1,Active
44198,Main Floor,Rest of Floor,Pit4,Blackjack,Blackjack,BJ,BJ061,40582,27607, -   , -   , -   ,40582,27607,1,Active
44198,Main Floor,Rest of Floor,Pit4,Blackjack,Blackjack,BJ,BJ062,27293,12783, -   , -   , -   ,27293,12783,1,Active
44198,Main Floor,Rest of Floor,Pit4,Blackjack,Blackjack,BJ,BJ064,29614,14954, -   , -   , -   ,29614,14954,1,Active
44198,High Limit,High Limit,Lotus 8 Palace,Blackjack,Blackjack,BJ,BJ088,67116,39301, -   , -   , -   ,67116,39301,1,Active
44198,High Limit,High Limit,Lotus 8 Palace,Blackjack,Blackjack,BJ,BJ089,43875,-12425, -   , -   , -   ,43875,-12425,1,Active
44198,High Limit,High Limit,High Limit,Blackjack,Blackjack,BJ,BJ1001, -   , -   , -   , -   , -   , -   , -   ,1,Active
44198,High Limit,High Limit,High Limit,Blackjack,Blackjack - Double Deck,BJ-DD,BJ1005,15900,7225, -   , -   , -   ,15900,7225,1,Active
44198,High Limit,High Limit,High Limit,Blackjack,Blackjack - Double Deck,BJ-DD,BJ1006,35550,33775, -   , -   , -   ,35550,33775,1,Active
44198,High Limit,High Limit,High Limit,Blackjack,Blackjack - Double Deck,BJ-DD,BJ1007,1000,-1550, -   , -   , -   ,1000,-1550,1,Active
44198,High Limit,High Limit,High Limit,Blackjack,Blackjack - Double Deck,BJ-DD,BJ1008,15850,930, -   , -   , -   ,15850,930,1,Active
44198,High Limit,High Limit,High Limit,Blackjack,Blackjack - Double Deck,BJ-DD,BJ1009,17697,6567, -   , -   , -   ,17697,6567,1,Active
44198,High Limit,High Limit,High Limit,Blackjack,Blackjack,BJ,BJ1010,20680,8610, -   ,520,520,20160,8090,1,Active
44198,High Limit,High Limit,High Limit,Blackjack,Blackjack,BJ,BJ1011,30920,-26345, -   , -   , -   ,30920,-26345,1,Active
44198,High Limit,High Limit,High Limit,Blackjack,Blackjack,BJ,BJ1012,19595,-11565, -   ,25,25,19570,-11590,1,Active
44198,High Limit,High Limit,High Limit,Blackjack,Blackjack,BJ,BJ1013, -   , -   , -   , -   , -   , -   , -   ,1,Active
44198,High Limit,High Limit,High Limit,Blackjack,Blackjack,BJ,BJ1014,10805,5080, -   , -   , -   ,10805,5080,1,Active
44198,High Limit,High Limit,High Limit,Blackjack,Blackjack,BJ,BJ1015,12620,-65, -   , -   , -   ,12620,-65,1,Active
44198,Rockin' Casino,Rest of Floor,Pit5,Blackjack,Blackjack,BJ,BJ512,9810,-665, -   , -   , -   ,9810,-665,1,Active
44198,Rockin' Casino,Rest of Floor,Pit5,Blackjack,Blackjack,BJ,BJ513,11986,4981, -   , -   , -   ,11986,4981,1,Active
44198,Rockin' Casino,Rest of Floor,Pit6,Blackjack,Blackjack,BJ,BJ514,16245,8785, -   , -   , -   ,16245,8785,1,Active
44198,Rockin' Casino,Rest of Floor,Pit6,Blackjack,Blackjack,BJ,BJ515,14543,3358, -   , -   , -   ,14543,3358,1,Active
44198,High Limit,High Limit,The Vault,Blackjack,Blackjack - Double Deck,BJ-DD,BJ902,13920,22090, -   , -   , -   ,13920,22090,1,Active
44198,High Limit,High Limit,The Vault,Blackjack,Blackjack,BJ,BJ903,43275,59445, -   , -   , -   ,43275,59445,1,Active
44198,High Limit,High Limit,The Vault,Blackjack,Blackjack,BJ,BJ904,18655,4340, -   , -   , -   ,18655,4340,1,Active
44198,High Limit,High Limit,The Vault,Blackjack,Blackjack,BJ,BJ905,19133,12803, -   , -   , -   ,19133,12803,1,Active
44198,High Limit,High Limit,The Vault,Blackjack,Blackjack,BJ,BJ906,3800,-1350, -   , -   , -   ,3800,-1350,1,Active
44198,High Limit,High Limit,The Vault,Blackjack,Blackjack,BJ,BJ907,32090,-5950, -   , -   , -   ,32090,-5950,1,Active
44198,High Limit,High Limit,The Vault,Blackjack,Blackjack - Double Deck,BJ-DD,BJ908,10075,6215, -   , -   , -   ,10075,6215,1,Active
44198,High Limit,High Limit,The Vault,Blackjack,Blackjack,BJ,BJ909, -   , -   , -   , -   , -   , -   , -   ,1,Active
44198,Main Floor,Rest of Floor,Pit1,EZ Baccarat,EZ Baccarat,EZB,EZB001,36486,7001, -   , -   , -   ,36486,7001,1,Active
44198,Main Floor,Rest of Floor,Pit2,EZ Baccarat,EZ Baccarat,EZB,EZB002,26456,15231, -   , -   , -   ,26456,15231,1,Active
44198,Main Floor,Rest of Floor,Pit2,EZ Baccarat,EZ Baccarat,EZB,EZB003,17460,8445, -   , -   , -   ,17460,8445,1,Active
44198,Main Floor,Rest of Floor,Pit1,EZ Baccarat,EZ Baccarat,EZB,EZB005,24135,-6155, -   , -   , -   ,24135,-6155,1,Active
44198,Main Floor,Rest of Floor,Pit1,EZ Baccarat,EZ Baccarat,EZB,EZB006,34115,8300, -   , -   , -   ,34115,8300,1,Active
44198,Main Floor,Rest of Floor,Pit1,EZ Baccarat,EZ Baccarat,EZB,EZB007,35525,-355, -   , -   , -   ,35525,-355,1,Active
44198,Main Floor,Rest of Floor,Pit2,EZ Baccarat,EZ Baccarat,EZB,EZB008,14765,-1910, -   , -   , -   ,14765,-1910,1,Active
44198,Main Floor,Rest of Floor,Pit2,EZ Baccarat,EZ Baccarat,EZB,EZB009,11693,8828, -   , -   , -   ,11693,8828,1,Active
44198,Main Floor,Rest of Floor,Pit2,EZ Baccarat,EZ Baccarat,EZB,EZB010,19145,6915, -   , -   , -   ,19145,6915,1,Active
44198,Main Floor,Rest of Floor,Pit1,EZ Baccarat,EZ Baccarat,EZB,EZB011,20075,-4370, -   , -   , -   ,20075,-4370,1,Active
44198,Main Floor,Rest of Floor,Pit1,EZ Baccarat,EZ Baccarat,EZB,EZB012,29775,-2390, -   , -   , -   ,29775,-2390,1,Active
44198,High Limit,High Limit,Lotus 8 Palace,EZ Baccarat,EZ Baccarat,EZB,EZB021,43035,14545, -   , -   , -   ,43035,14545,1,Active
44198,High Limit,High Limit,Lotus 8 Palace,EZ Baccarat,EZ Baccarat,EZB,EZB022,20415,5450, -   , -   , -   ,20415,5450,1,Active
44198,High Limit,High Limit,Lotus 8 Palace,EZ Baccarat,EZ Baccarat,EZB,EZB023,76170,28555, -   , -   , -   ,76170,28555,1,Active
44198,High Limit,High Limit,Lotus 8 Palace,EZ Baccarat,EZ Baccarat,EZB,EZB024,25740,7015, -   , -   , -   ,25740,7015,1,Active
44198,High Limit,High Limit,Lotus 8 Palace,EZ Baccarat,EZ Baccarat,EZB,EZB025,19490,12600, -   , -   , -   ,19490,12600,1,Active
44198,High Limit,High Limit,Lotus 8 Palace,EZ Baccarat,EZ Baccarat,EZB,EZB026,37250,5075, -   , -   , -   ,37250,5075,1,Active
44198,High Limit,High Limit,High Limit,EZ Baccarat,EZ Baccarat,EZB,EZB1001,46180,34905, -   , -   , -   ,46180,34905,1,Active
44198,High Limit,High Limit,High Limit,EZ Baccarat,EZ Baccarat,EZB,EZB1002,53200,-17950, -   , -   , -   ,53200,-17950,1,Active
44198,High Limit,High Limit,The Vault,EZ Baccarat,EZ Baccarat,EZB,EZB901,15075,5925, -   , -   , -   ,15075,5925,1,Active
44198,High Limit,High Limit,The Vault,EZ Baccarat,EZ Baccarat,EZB,EZB912, -   , -   , -   , -   , -   , -   , -   ,1,Active
44198,Main Floor,Rest of Floor,Pit3,Blackjack,Freebet BlackJack,FBJ,FBJ003,26957,9812, -   , -   , -   ,26957,9812,1,Active
44198,Main Floor,Rest of Floor,Pit4,Blackjack,Freebet BlackJack,FBJ,FBJ004,37148,20008, -   , -   , -   ,37148,20008,1,Active
44198,Main Floor,Rest of Floor,Pit3,Blackjack,Freebet BlackJack,FBJ,FBJ007,30175,-27740, -   , -   , -   ,30175,-27740,1,Active
44198,Rockin' Casino,Rest of Floor,Pit5,Blackjack,Freebet BlackJack,FBJ,FBJ551,12835,4035, -   , -   , -   ,12835,4035,1,Active
44198,Rockin' Casino,Rest of Floor,Pit6,Blackjack,Freebet BlackJack,FBJ,FBJ552,27142,23592, -   , -   , -   ,27142,23592,1,Active
44198,Main Floor,Rest of Floor,Pit4,Four Card Poker,Four Card Poker,FCP,FCP001,12637,2902, -   , -   , -   ,12637,2902,1,Active
44198,Rockin' Casino,Rest of Floor,Pit6,Fortune Pai Gow,Fortune Pai Gow,FPG,FPG001,4685,2340, -   , -   , -   ,4685,2340,1,Active
44198,Main Floor,Rest of Floor,Pit3,Fortune Pai Gow,Fortune Pai Gow,FPG,FPG002,18634,-6621, -   , -   , -   ,18634,-6621,1,Active
44198,Main Floor,Rest of Floor,Pit4,Fortune Pai Gow,Fortune Pai Gow,FPG,FPG003,7818,2218, -   , -   , -   ,7818,2218,1,Active
44198,Main Floor,Rest of Floor,Pit4,Fortune Pai Gow,Fortune Pai Gow,FPG,FPG004,16473,8378, -   , -   , -   ,16473,8378,1,Active
44198,Main Floor,Rest of Floor,Pit2,Fortune Pai Gow,Fortune Pai Gow,FPG,FPG008,15175,7200, -   , -   , -   ,15175,7200,1,Active
44198,Main Floor,Rest of Floor,Pit3,Mystery Card Rou,Mystery Card Rou,MCR,MCR001,17540,4195, -   , -   , -   ,17540,4195,1,Active
44198,Main Floor,Rest of Floor,Pit3,Mystery Card Rou,Mystery Card Rou,MCR,MCR002,13201,6916, -   , -   , -   ,13201,6916,1,Active
44198,Main Floor,Rest of Floor,Pit3,Mystery Card Rou,Mystery Card Rou,MCR,MCR003,11575,-7515, -   , -   , -   ,11575,-7515,1,Active
44198,Main Floor,Rest of Floor,Pit4,Mystery Card Rou,Mystery Card Rou,MCR,MCR004,15345,5700, -   , -   , -   ,15345,5700,1,Active
44198,Main Floor,Rest of Floor,Pit4,Mystery Card Rou,Mystery Card Rou,MCR,MCR005,17872,9582, -   , -   , -   ,17872,9582,1,Active
44198,Main Floor,Rest of Floor,Pit4,Mystery Card Rou,Mystery Card Rou,MCR,MCR006,22010,7985, -   , -   , -   ,22010,7985,1,Active
44198,High Limit,High Limit,High Limit,Mystery Card Rou,Mystery Card Rou,MCR,MCR1001, -   ,200, -   , -   , -   , -   ,200,1,Active
44198,Rockin' Casino,Rest of Floor,Pit5,Mystery Card Rou,Mystery Card Rou,MCR,MCR501,6912,1707, -   , -   , -   ,6912,1707,1,Active
44198,Rockin' Casino,Rest of Floor,Pit5,Mystery Card Rou,Mystery Card Rou,MCR,MCR502,11658,-1162, -   , -   , -   ,11658,-1162,1,Active
44198,Rockin' Casino,Rest of Floor,Pit6,Mystery Card Rou,Mystery Card Rou,MCR,MCR503,8995,1835, -   , -   , -   ,8995,1835,1,Active
44198,Rockin' Casino,Rest of Floor,Pit6,Mystery Card Rou,Mystery Card Rou,MCR,MCR504,12720,3315, -   , -   , -   ,12720,3315,1,Active
44198,Rockin' Casino,Rest of Floor,Pit5,Mississippi Stud,Mississippi Stud,MS,MS001,14105,3820, -   , -   , -   ,14105,3820,1,Active
44198,Rockin' Casino,Rest of Floor,Pit6,Three Card Poker,Three Card Poker,TCP,TCP001,12580,7280, -   , -   , -   ,12580,7280,1,Active
44198,Main Floor,Rest of Floor,Pit3,Three Card Poker,Three Card Poker,TCP,TCP005,18845,6675, -   , -   , -   ,18845,6675,1,Active
44198,Main Floor,Rest of Floor,Pit4,Three Card Poker,Three Card Poker,TCP,TCP007,32205,21245, -   , -   , -   ,32205,21245,1,Active
44198,Main Floor,Rest of Floor,Pit4,Three Card Poker,Three Card Poker,TCP,TCP008,25661,7046, -   , -   , -   ,25661,7046,1,Active
44198,Main Floor,Rest of Floor,Pit3,Three Card Poker,Three Card Poker,TCP,TCP011,21305,14845, -   , -   , -   ,21305,14845,1,Active
44198,Rockin' Casino,Rest of Floor,Pit5,Three Card Poker,Three Card Poker,TCP,TCP571,12510,6600, -   , -   , -   ,12510,6600,1,Active
44198,Rockin' Casino,Rest of Floor,Pit6,Ultimate Texas H,Ultimate Texas H,UTH,UTH001,8465,1255, -   , -   , -   ,8465,1255,1,Active
44198,Main Floor,Rest of Floor,Pit3,Ultimate Texas H,Ultimate Texas H,UTH,UTH003,14314,-1971, -   , -   , -   ,14314,-1971,1,Active
44198,Main Floor,Rest of Floor,Pit3,Ultimate Texas H,Ultimate Texas H,UTH,UTH004,18680,7985, -   , -   , -   ,18680,7985,1,Active
44198,Main Floor,Rest of Floor,Pit4,Ultimate Texas H,Ultimate Texas H,UTH,UTH005,26030,11525, -   , -   , -   ,26030,11525,1,Active
